"TANGGAL","CUSTOMER_CODE","NAME_1","CUSTOMER_SINCE","RT_RW","RESIDENCE","TAX_ID","SECTOR","TOWN_COUNTRY","COUNTRY","CUSTOMER_RATING","SMS_1","PHONE_1","PROVINCE","DISTRICT_CODE","POST_CODE","FUND_SOURCE","MOTH_MAIDEN","PLACE_BIRTH","DATE_OF_BIRTH","GENDER","EMPLOYERS_BUSS","EMPLOYMENT_STATUS","OCCUPATION","MARITAL_STATUS","EDUCATION","RELIGION","LEGAL_ID_NO","LEGAL_TYPE","NATIONALITY","RESIDE_Y_N","GUARANTOR_CODE","SID_RELATI_BANK","LBU_CUST_TYPE","EMPLOYERS_NAME","EMPLOYERS_ADD","STREET","FUND_SOURCE_AMT","COMPANY_BOOK","SHORT_NAME","BUSINESS_TYPE","FIRST_REG_NO","FIRST_REG_DATE","LEGAL_ID","LEGAL_ISS_DATE","LEGAL_EXP_DATE","SID_ECO_SECTOR","ACCOUNT_OFFICER","ADDR_PHONE_AREA","TAXABLE","OFF_PHONE","CUST_TYPE","KOLEK","JOB_TITLE","EMAIL","RISK_LEVEL_ID"
"2025-05-19",10412270,CV Prasetya Novitasari,"2020-06-17","003/001",Jalan Asia Afrika No. 159,"751-89-6353","33",Tangerang,Indonesia,A,"4198932098993",(059) 552-3662,Sulawesi Barat,"5545","46535",Futures trader,Farah,Tanjungpinang,"1990-03-17",F,UD Hasanah,Contract,Social worker,Divorced,SMA,Kristen,"7749149939605227",KTP,ID,Y,"2081","7905","2",PD Gunawan Nababan,"Jalan Gedebage Selatan No. 88
Sibolga, KT 44879",Gang Sukajadi,58150.16,"728",(Persero) Tbk,"26",KX 604 PF,"2022-06-02",T 228 EL,"2020-05-06","2034-03-06","1167","3073",+62-098-802-5352,Y,+62-0484-712-4497,P,"1",Radiation protection practitioner,yutami@example.org,"3"
"2025-05-19",10912337,Perum Tamba Zulkarnain Tbk,"2021-08-02","004/001",Jalan M.T Haryono No. 30,"307-38-3998","36",Bukittinggi,Indonesia,C,"6452203948053",+62-0185-437-8262,Maluku Utara,"3445","38707",Systems analyst,Ifa,Prabumulih,"2004-10-19",M,Perum Utami Yuliarti,Permanent,"Lecturer, further education",Divorced,S1,Buddha,"8660500916824283",KTP,ID,Y,"2691","4992","2",PT Sihombing Suartini,"Gang Suniaraja No. 60
Yogyakarta, LA 01143",Jl. Raya Setiabudhi,72067.38,"43",Tbk,"98",H 178 PF,"2024-06-07",RJ 5056 JCX,"2024-09-28","2031-01-30","3140","9246","0860748529",Y,"086 755 4228",C,"3",Financial adviser,lasmantolaksita@example.net,"1"
"2025-05-19",10428108,PT Nasyidah Iswahyudi,"2023-05-01","007/005",Gang Otto Iskandardinata No. 25,"519-73-3650","51",Cirebon,Indonesia,A,"9623741112139",+62 (116) 737 4976,Kalimantan Barat,"1047","99414",Dramatherapist,Aurora,Bengkulu,"1981-12-22",M,UD Mustofa (Persero) Tbk,Contract,Ship broker,Divorced,S2,Kristen,"8459554754676962",KTP,ID,N,"8486","8530","2",UD Zulaika Handayani,"Gg. Pelajar Pejuang No. 278
Metro, JB 92275",Gg. Stasiun Wonokromo,40390.48,"599",Tbk,"13",E 5142 GBI,"2022-07-20",SN 1099 GP,"2025-03-09","2040-01-04","9802","4674",+62 (0124) 956 8819,Y,+62 (011) 291 9742,P,"1",Phytotherapist,dartono11@example.com,"3"
"2025-05-19",10154958,CV Ramadan Yolanda,"2022-07-31","003/002",Jl. M.T Haryono No. 901,"241-13-8107","54",Pematangsiantar,Indonesia,C,"1803631347921",+62-032-871-7185,Papua Barat,"2212","71561",Analytical chemist,Kezia,Binjai,"1978-01-21",F,UD Pradipta,Contract,Educational psychologist,Divorced,SMA,Kristen,"7747061114410958",KTP,ID,Y,"2955","1477","2",PT Dabukke,"Gang Monginsidi No. 106
Bau-Bau, JI 69404",Jalan Tubagus Ismail,25546.21,"989",Tbk,"95",R 290 WQ,"2021-10-04",D 909 RNA,"2020-12-15","2040-02-18","9867","5520",(066) 508 5624,Y,+62 (553) 810 9042,C,"4","Teacher, adult education",putu58@example.com,"1"
"2025-05-19",11258192,CV Kusmawati,"2023-08-16","003/002",Gang Pasir Koja No. 81,"290-30-0104","26",Depok,Indonesia,A,"5999274662167","0855576058",Sulawesi Utara,"7877","73812",Surgeon,Raisa,Palopo,"1985-10-13",M,Perum Anggriawan Mangunsong,Freelance,Trade mark attorney,Single,S1,Buddha,"8969554728966649",KTP,ID,N,"7843","7443","2",UD Firmansyah Mulyani (Persero) Tbk,"Jalan Surapati No. 59
Kediri, DKI Jakarta 18798",Jl. Sentot Alibasa,95450.62,"899",(Persero) Tbk,"6",XA 5860 ZS,"2022-10-31",K 147 LQ,"2024-12-01","2048-06-04","7277","4831",+62 (022) 515-7538,N,+62-091-588-4902,P,"1","Secretary, company",halimkamidin@example.org,"3"
"2025-05-19",10748485,PT Rahimah,"2023-04-16","009/007",Gg. Jamika No. 84,"831-05-4788","47",Tidore Kepulauan,Indonesia,B,"3732608082872",+62-885-656-6548,Sulawesi Selatan,"1990","49740",Corporate investment banker,Almira,Tanjungbalai,"2004-01-15",F,CV Wibowo Sudiati Tbk,Contract,"Scientist, marine",Married,S2,Islam,"9694759457800531",KTP,ID,N,"7414","4216","2",PT Budiman,"Gang M.H Thamrin No. 4
Padangpanjang, NT 16399",Jl. Ahmad Yani,60861.26,"194",Tbk,"92",XH 868 BVW,"2025-04-02",TP 042 POW,"2022-12-23","2048-08-17","4681","7829",+62 (099) 529-0306,N,+62 (694) 597-4145,P,"3",Claims inspector/assessor,zpratama@example.com,"3"
"2025-05-19",10401895,UD Mulyani,"2021-04-14","007/003",Gg. Sadang Serang No. 2,"014-20-1738","59",Kupang,Indonesia,A,"246338328028",(0353) 941 1737,DI Yogyakarta,"3121","32143","Psychologist, clinical",Puji,Mataram,"1994-11-03",F,UD Pudjiastuti Winarno (Persero) Tbk,Permanent,"Surveyor, commercial/residential",Married,SMA,Islam,"9724888028646512",KTP,ID,Y,"5189","4546","2",PD Saputra (Persero) Tbk,"Gg. Pelajar Pejuang No. 89
Batam, Bengkulu 36074",Jl. Joyoboyo,66881.0,"942",(Persero) Tbk,"95",O 433 LB,"2020-10-27",X 8870 SST,"2022-04-06","2040-03-13","6628","6252",+62 (81) 593 3688,N,+62-0011-606-4166,P,"1","Sales professional, IT",wijayantijumadi@example.com,"3"
"2025-05-19",11442418,PD Permadi Hidayanto (Persero) Tbk,"2025-01-15","009/009",Jl. S. Parman No. 160,"521-69-7636","82",Mataram,Indonesia,A,"5187863858477",+62 (67) 950 3558,Banten,"9745","74617",Leisure centre manager,Gasti,Cilegon,"1981-01-26",M,PD Situmorang Tbk,Freelance,Insurance underwriter,Divorced,S1,Kristen,"3162647629057790",KTP,ID,N,"2386","7230","2",PD Rahimah Handayani (Persero) Tbk,"Jl. Jamika No. 45
Cimahi, KI 02402",Jalan Monginsidi,22839.71,"574",Tbk,"44",QK 6867 SEQ,"2020-12-23",S 9680 CN,"2020-10-02","2038-10-09","4922","3195","0885101184",N,+62 (52) 640 5179,C,"2",Learning mentor,cahyonosuryatmi@example.org,"2"
"2025-05-19",10135540,UD Prastuti Tamba (Persero) Tbk,"2017-03-19","001/006",Jalan Cikapayang No. 7,"857-44-9900","69",Palembang,Indonesia,A,"6640072032258",+62 (728) 285-9712,Jambi,"4684","42181",Leisure centre manager,Nadine,Medan,"1962-11-02",F,Perum Wijaya (Persero) Tbk,Permanent,Horticultural therapist,Single,S2,Kristen,"1708734361416965",KTP,ID,N,"9667","9183","2",UD Dongoran Sudiati Tbk,"Jalan Ciumbuleuit No. 76
Sibolga, Sulawesi Tengah 17593",Jl. Sukabumi,3770.95,"737",(Persero) Tbk,"35",PR 4451 UTI,"2024-02-05",H 687 BG,"2021-11-23","2034-09-16","7058","8649",+62 (015) 843 0131,N,+62-0487-422-7499,C,"4","Engineer, structural",elvin41@example.com,"2"
"2025-05-19",10329189,Perum Novitasari Saputra,"2015-09-14","008/007",Gg. Tebet Barat Dalam No. 8,"011-58-5004","76",Pontianak,Indonesia,C,"1927637862825",+62-99-424-1452,DKI Jakarta,"5395","93326",Forest/woodland manager,Fitriani,Banjarmasin,"1977-09-17",F,PD Nainggolan,Permanent,"Scientist, research (maths)",Married,SMA,Buddha,"6082919293382086",KTP,ID,N,"5437","7439","2",Perum Mayasari Samosir Tbk,"Gg. Sadang Serang No. 14
Tomohon, KS 44060",Gg. Lembong,93188.14,"609",(Persero) Tbk,"65",R 4869 YSP,"2024-03-15",F 983 CAN,"2023-02-19","2042-03-16","7263","2041",(0397) 834 1270,N,"083 457 3071",P,"3",Civil Service administrator,manullangmarwata@example.net,"1"
"2025-05-19",10531901,Perum Wibisono Siregar,"2023-01-11","002/003",Jalan Tebet Barat Dalam No. 417,"764-99-2549","44",Manado,Indonesia,B,"4657846662713",+62 (024) 013 2653,Sulawesi Tengah,"7061","12900",Fashion designer,Genta,Prabumulih,"1984-05-16",M,CV Farida,Freelance,Medical illustrator,Married,S2,Hindu,"1788476573206082",KTP,ID,N,"4037","7538","1",CV Prasasta Tampubolon,"Jl. Monginsidi No. 75
Bitung, KU 44365",Gg. Merdeka,32986.55,"963",(Persero) Tbk,"48",NZ 5685 GUT,"2020-08-28",U 7048 EG,"2022-11-18","2038-12-20","7247","7505",+62 (031) 384-3661,N,+62 (035) 888 4577,C,"2",IT consultant,marbunrini@example.net,"1"
"2025-05-19",11218312,UD Winarsih Susanti (Persero) Tbk,"2016-06-04","004/001",Jl. Jayawijaya No. 950,"371-22-8869","59",Sabang,Indonesia,B,"821079108779","0808745634",Sulawesi Utara,"3239","41404",Field trials officer,Maimunah,Ternate,"1996-11-12",F,PT Firgantoro Pertiwi,Freelance,"Engineer, materials",Divorced,SMA,Hindu,"4466022207937343",KTP,ID,Y,"5684","1862","2",PD Pratama,"Gg. Cikapayang No. 227
Surakarta, Jawa Tengah 78277",Jl. Setiabudhi,65415.85,"598",(Persero) Tbk,"26",W 325 VRY,"2022-09-09",E 830 CGW,"2024-04-26","2034-11-03","5060","3579",+62-0933-462-2642,N,+62 (0001) 742 5914,P,"3",Garment/textile technologist,jpermadi@example.org,"2"
"2025-05-19",10611107,CV Wacana Kusmawati,"2016-01-23","005/004",Jalan M.T Haryono No. 995,"814-53-0312","92",Bogor,Indonesia,A,"4084771002757","0898687781",Jambi,"8418","84261",Politician's assistant,Indah,Blitar,"1980-02-26",F,Perum Purnawati Fujiati,Permanent,Museum education officer,Divorced,S1,Kristen,"9656373888851393",KTP,ID,Y,"1491","9751","1",CV Yuniar Tbk,"Jl. Cihampelas No. 872
Tomohon, NT 31829",Jl. Ciumbuleuit,50072.56,"544",(Persero) Tbk,"46",RM 927 YBO,"2022-05-30",XE 2544 FF,"2023-03-12","2048-07-02","3736","3327",+62-0963-926-6919,Y,(0696) 330-2415,P,"3",Web designer,kayun96@example.com,"3"
"2025-05-19",11071896,PD Zulaika Tbk,"2021-09-01","003/001",Jl. Dr. Djunjunan No. 1,"491-07-7756","89",Tangerang,Indonesia,C,"1764399606752",+62 (0750) 712 9725,Sulawesi Utara,"7732","54752",Clinical biochemist,Hesti,Sungai Penuh,"1971-03-18",M,UD Ramadan Maryadi (Persero) Tbk,Permanent,Advice worker,Married,S1,Buddha,"6199895997610704",KTP,ID,N,"7558","6307","2",PD Hastuti Tbk,"Jalan Cihampelas No. 04
Probolinggo, Kalimantan Tengah 73008",Gang Tebet Barat Dalam,19641.73,"480",Tbk,"1",SP 1574 ZBI,"2021-02-16",G 5966 EC,"2024-07-26","2031-05-07","2826","5565",+62 (73) 073-9370,Y,(0348) 567-5849,P,"3","Therapist, music",uyainahbalidin@example.net,"1"
"2025-05-19",10274122,UD Rahayu Rahayu (Persero) Tbk,"2022-11-19","008/009",Jalan Rajiman No. 855,"196-95-1242","9",Mojokerto,Indonesia,A,"434484661177",+62 (062) 302 4829,Sumatera Selatan,"7020","52661",Chief Financial Officer,Gabriella,Banjar,"1968-02-12",M,CV Tamba Kuswandari Tbk,Permanent,Diagnostic radiographer,Single,SMA,Buddha,"7146681699091186",KTP,ID,Y,"3097","2076","2",PD Nugroho Sihotang,"Jl. Raya Setiabudhi No. 293
Binjai, GO 96851",Gang Cikutra Barat,19444.55,"475",Tbk,"85",T 2486 UC,"2023-09-07",W 563 BD,"2020-12-24","2035-06-23","4192","2964",+62-770-143-8920,N,+62 (0463) 585-2110,P,"5",Community education officer,trahimah@example.net,"2"
"2025-05-19",10551161,PT Haryanti Kuswandari,"2016-01-13","004/002",Gang Ir. H. Djuanda No. 7,"384-25-3594","99",Sukabumi,Indonesia,A,"6573294601288",+62 (0529) 693 3894,Sumatera Barat,"7520","79348",Education administrator,Maria,Banjarbaru,"1991-08-11",M,PD Oktaviani Anggriawan,Contract,Sports coach,Single,SMA,Kristen,"2784464944574868",KTP,ID,N,"6666","6751","1",CV Putra Yolanda (Persero) Tbk,"Gang Cikutra Barat No. 83
Ternate, Nusa Tenggara Timur 89913",Gang Suniaraja,52291.65,"401",Tbk,"23",E 7533 EQS,"2025-03-16",RR 1025 NB,"2023-05-21","2049-04-27","1438","4055","082 997 6997",N,+62 (046) 898 9632,P,"3","Psychologist, prison and probation services",rsirait@example.org,"1"
"2025-05-19",10031039,UD Tamba (Persero) Tbk,"2024-08-22","006/006",Gang Abdul Muis No. 628,"613-80-5328","85",Kotamobagu,Indonesia,C,"4792897092689","081 211 8588",Nusa Tenggara Barat,"4493","40753",English as a foreign language teacher,Yuliana,Sibolga,"2002-07-21",M,Perum Uwais Farida,Permanent,Special educational needs teacher,Single,S2,Buddha,"7298828211889713",KTP,ID,Y,"9555","3855","1",UD Budiyanto Rahimah Tbk,"Jalan Cikutra Barat No. 0
Bandung, Banten 81074",Jl. Bangka Raya,29445.61,"874",(Persero) Tbk,"61",T 312 CB,"2024-06-23",O 299 VU,"2022-08-01","2048-07-30","4638","6800",+62 (0746) 226-9640,Y,(0638) 631-8634,P,"2",Legal executive,lutfan47@example.org,"2"
"2025-05-19",10279299,PT Usamah Lailasari (Persero) Tbk,"2021-08-09","007/002",Gg. Gardujati No. 989,"609-99-7977","65",Bima,Indonesia,B,"7621588731450",+62-0315-235-2532,Jawa Tengah,"1569","71543",Animal nutritionist,Puspa,Denpasar,"2005-11-05",F,UD Sudiati Riyanti (Persero) Tbk,Permanent,"Therapist, music",Single,S2,Buddha,"5606734872735262",KTP,ID,Y,"7374","9156","1",Perum Habibi,"Jl. Monginsidi No. 01
Bogor, Kalimantan Timur 46779",Jalan Suniaraja,76684.63,"827",(Persero) Tbk,"21",MQ 542 CZ,"2022-01-07",SC 988 SN,"2020-05-10","2050-03-02","4275","7244",+62 (0919) 817 0015,Y,+62 (097) 707-4434,P,"1",Public librarian,cawukhastuti@example.net,"2"
"2025-05-19",10809582,Perum Pratiwi Latupono,"2020-03-15","002/003",Jalan Setiabudhi No. 42,"017-18-4584","51",Padangpanjang,Indonesia,A,"2859525292420",+62-42-584-3299,DKI Jakarta,"6803","94516",Emergency planning/management officer,Tantri,Sabang,"1961-12-07",M,PD Mansur Mangunsong Tbk,Freelance,Fitness centre manager,Divorced,S2,Kristen,"1807409639628246",KTP,ID,N,"8122","5294","2",UD Wacana,"Gg. M.T Haryono No. 4
Solok, Kalimantan Timur 50699",Gang Ahmad Dahlan,78155.72,"490",Tbk,"26",LP 925 FI,"2024-10-21",NI 6964 AYB,"2023-09-17","2047-04-07","6313","8251",+62-16-442-3701,N,+62 (0155) 105-1775,P,"2","Psychotherapist, dance movement",phutasoit@example.org,"1"
"2025-05-19",10001393,UD Yuniar Mardhiyah,"2023-01-26","004/003",Jalan Suniaraja No. 0,"599-11-1375","19",Kendari,Indonesia,A,"3625378630701",+62-168-897-8033,Jawa Barat,"9328","12213",Exercise physiologist,Cinthia,Lhokseumawe,"1998-04-11",M,Perum Wacana Tbk,Freelance,"Teacher, secondary school",Married,S1,Kristen,"6045952404154654",KTP,ID,Y,"4016","3926","2",PD Firgantoro,"Jl. Ronggowarsito No. 460
Bandung, NT 24411",Jl. Joyoboyo,41097.71,"387",Tbk,"24",AZ 051 GCZ,"2024-11-26",YR 4691 CY,"2020-01-30","2041-07-01","6530","4458",(043) 263 1424,N,+62-0822-442-9515,P,"4",Financial adviser,dadap02@example.com,"1"
"2025-05-19",11297396,Perum Laksmiwati,"2020-09-15","008/004",Jalan Suniaraja No. 54,"757-28-2019","9",Jayapura,Indonesia,C,"9637740194228",+62 (220) 433-0062,Kalimantan Timur,"2879","79674",Best boy,Jamalia,Kota Administrasi Jakarta Timur,"1989-04-16",M,PD Lestari Napitupulu,Contract,Information systems manager,Married,S2,Buddha,"1941625519472578",KTP,ID,Y,"1103","8955","2",PD Pangestu Tbk,"Gg. Ronggowarsito No. 4
Makassar, JK 77376",Jalan W.R. Supratman,23682.4,"573",(Persero) Tbk,"40",T 7245 GYO,"2023-10-29",I 5396 DZ,"2023-05-15","2027-07-04","2999","6307","086 048 9940",Y,+62 (085) 149 6873,P,"1","Nurse, learning disability",mahesa61@example.net,"1"
"2025-05-19",10837923,CV Suwarno,"2018-09-28","007/003",Gang Soekarno Hatta No. 03,"787-85-1754","52",Singkawang,Indonesia,C,"8882956379736",(0898) 801-9622,Kalimantan Tengah,"1939","76678",Chief of Staff,Hani,Bima,"1966-02-21",F,UD Permadi Saputra,Freelance,Administrator,Married,SMA,Buddha,"4291004331844276",KTP,ID,N,"2036","6141","2",UD Saputra Tbk,"Jl. Ciumbuleuit No. 1
Lubuklinggau, Papua Barat 79561",Jl. Kendalsari,79284.66,"47",(Persero) Tbk,"47",H 3633 BCS,"2024-12-04",S 7789 PYL,"2024-02-11","2049-08-11","6217","5119",(0612) 765-1492,Y,+62 (0100) 969-0041,P,"1",Science writer,usamahjaya@example.com,"2"
"2025-05-19",11288530,CV Firgantoro Wasita Tbk,"2022-08-19","002/007",Jl. Cihampelas No. 174,"375-15-8273","93",Kota Administrasi Jakarta Selatan,Indonesia,B,"7310110600308",+62 (973) 706 1245,Papua,"2179","20157",Manufacturing engineer,Calista,Batam,"1974-07-01",F,CV Yuliarti Mansur,Contract,"Pharmacist, community",Married,S1,Islam,"9406825402610229",KTP,ID,Y,"7159","4465","2",UD Gunarto Suartini (Persero) Tbk,"Gg. Veteran No. 4
Kota Administrasi Jakarta Utara, Maluku Utara 88471",Jalan Setiabudhi,45635.07,"509",(Persero) Tbk,"46",AB 515 IW,"2024-04-29",XR 656 JH,"2024-04-23","2038-12-19","4028","1986","0869744302",N,(0891) 174 5618,P,"2",Learning mentor,marbunarsipatra@example.com,"1"
"2025-05-19",10791991,PT Santoso (Persero) Tbk,"2020-09-08","005/003",Gang Jayawijaya No. 541,"229-99-2769","56",Kotamobagu,Indonesia,A,"778184393957","0847650547",Papua Barat,"1244","19321",Research scientist (life sciences),Hani,Sungai Penuh,"1982-04-15",F,PT Prasasta Mardhiyah,Permanent,Pensions consultant,Single,S2,Islam,"3769541584181506",KTP,ID,Y,"4306","4991","2",Perum Mahendra Pangestu Tbk,"Jalan KH Amin Jasuta No. 740
Sorong, DKI Jakarta 17573",Jl. M.H Thamrin,90687.76,"636",(Persero) Tbk,"52",DG 4200 QD,"2021-02-11",VH 0362 VJX,"2024-02-11","2047-09-21","8581","9715",+62 (629) 522 4293,N,+62 (67) 452 0826,C,"1",Agricultural engineer,mtampubolon@example.net,"3"
"2025-05-19",10795395,PD Yolanda,"2019-02-02","009/008",Gg. Astana Anyar No. 240,"779-25-6995","28",Dumai,Indonesia,A,"827815758498",(0552) 810-9319,Kalimantan Timur,"3702","65884",Science writer,Ratih,Jayapura,"1984-02-12",F,CV Pradipta (Persero) Tbk,Contract,Estate agent,Single,SMA,Kristen,"4943794156308199",KTP,ID,N,"1463","8542","2",UD Maryati Andriani,"Jalan Moch. Ramdan No. 5
Kota Administrasi Jakarta Utara, Kepulauan Riau 01016",Jl. Wonoayu,69849.83,"987",(Persero) Tbk,"68",B 219 JV,"2024-12-27",TM 733 WXB,"2020-12-16","2032-08-08","9761","8784",+62 (661) 420-6214,N,+62-024-998-8934,C,"2",Comptroller,lailasaridarsirah@example.net,"3"
"2025-05-19",10422172,UD Mahendra,"2017-12-14","004/005",Jl. Jayawijaya No. 4,"093-47-3005","26",Pariaman,Indonesia,A,"5592532425475",+62 (762) 492 9896,Gorontalo,"2502","92570","Scientist, research (maths)",Michelle,Cimahi,"1994-09-09",F,Perum Maheswara Handayani,Contract,Archaeologist,Married,SMA,Islam,"5616140457055615",KTP,ID,N,"3976","4820","1",PD Mustofa Santoso,"Jl. PHH. Mustofa No. 3
Palangkaraya, ST 08388",Gang Dipatiukur,15328.44,"163",(Persero) Tbk,"16",FF 5919 NZ,"2022-05-24",Z 694 XN,"2021-02-25","2037-06-28","2134","6766",+62-055-629-7559,Y,+62-0384-196-2198,C,"4",Logistics and distribution manager,siraitpanca@example.net,"2"
"2025-05-19",10639830,Perum Mulyani Suwarno,"2022-09-21","005/005",Jalan M.T Haryono No. 73,"395-44-9329","73",Payakumbuh,Indonesia,C,"6113176158650",+62 (0870) 872 8401,Aceh,"8472","47236",Press sub,Nadia,Kota Administrasi Jakarta Utara,"2002-03-12",F,UD Firmansyah Tbk,Permanent,"Physicist, medical",Divorced,SMA,Islam,"4790811752393601",KTP,ID,N,"7482","6016","2",CV Hakim,"Jl. Jayawijaya No. 65
Subulussalam, Bengkulu 38053",Gang Rumah Sakit,54930.8,"781",(Persero) Tbk,"56",EJ 070 WAG,"2021-12-03",R 542 QZ,"2021-12-25","2048-01-04","9133","7568",+62 (0898) 376-3895,N,(008) 973-6547,C,"5",Prison officer,raden01@example.net,"2"
"2025-05-19",11341791,PT Purwanti,"2019-12-03","005/002",Jl. W.R. Supratman No. 3,"364-67-8150","54",Bima,Indonesia,A,"6002530095840",+62-0449-919-5401,Sulawesi Tengah,"7318","55555","Psychologist, clinical",Ida,Banda Aceh,"1972-05-29",F,UD Rajasa (Persero) Tbk,Freelance,Interior and spatial designer,Single,S1,Hindu,"1207644630739086",KTP,ID,N,"5002","6783","2",PT Simanjuntak Nurdiyanti,"Gang Gardujati No. 640
Sabang, Kalimantan Selatan 55986",Gg. Surapati,70204.13,"482",Tbk,"26",G 7387 AN,"2022-09-01",E 736 PR,"2021-05-23","2029-08-12","1616","7326","0848177455",N,"084 891 1661",C,"5",Radio broadcast assistant,salsabilasaefullah@example.net,"1"
"2025-05-19",10396792,UD Nugroho Nashiruddin (Persero) Tbk,"2025-03-31","008/008",Jalan Dipenogoro No. 09,"451-06-7889","11",Subulussalam,Indonesia,A,"2023492509618",+62-0038-628-9818,Kalimantan Timur,"6867","28003","Designer, jewellery",Puji,Banjar,"1963-02-12",F,Perum Mandala Agustina (Persero) Tbk,Permanent,Cabin crew,Married,SMA,Islam,"4341328626304128",KTP,ID,N,"1130","3936","2",CV Rajata Jailani,"Jl. Gegerkalong Hilir No. 91
Jayapura, Kalimantan Tengah 53421",Gg. Soekarno Hatta,35626.69,"166",(Persero) Tbk,"68",T 030 RHD,"2023-01-13",YO 441 AG,"2024-07-19","2048-02-01","3639","8580",+62 (0404) 380 7554,N,+62-055-586-4452,P,"4",Oncologist,purwa50@example.com,"2"
"2025-05-19",10865977,CV Iswahyudi Winarsih,"2019-08-17","004/002",Jl. Suryakencana No. 28,"528-39-4491","41",Medan,Indonesia,C,"5314808102623",+62-0329-619-3002,Banten,"5751","78749",Product designer,Rahmi,Meulaboh,"1979-05-06",F,CV Suartini Simanjuntak (Persero) Tbk,Freelance,Advice worker,Married,S1,Hindu,"6921864030910137",KTP,ID,N,"5063","5891","2",PD Saptono,"Gg. Cihampelas No. 23
Tasikmalaya, LA 66298",Gg. Monginsidi,75618.21,"896",(Persero) Tbk,"38",Q 3417 UYI,"2023-09-07",B 2919 HNA,"2021-10-31","2027-02-07","4627","6036",+62 (127) 198-1098,N,+62 (0465) 248 8265,P,"3",Contractor,kurniaprabowo@example.org,"3"
"2025-05-19",10953225,PT Winarno (Persero) Tbk,"2017-07-18","002/007",Gg. Sukajadi No. 1,"015-26-6042","73",Kotamobagu,Indonesia,C,"5447995818501",+62 (08) 389-2116,Kalimantan Selatan,"5007","89621","Geologist, engineering",Nilam,Bitung,"1986-07-07",M,UD Lazuardi (Persero) Tbk,Freelance,"Scientist, biomedical",Married,S1,Buddha,"3039363365737937",KTP,ID,N,"7716","5322","1",CV Suryatmi (Persero) Tbk,"Gg. Kapten Muslihat No. 19
Jambi, AC 41110",Jalan Otto Iskandardinata,53056.63,"693",Tbk,"85",PT 5864 XR,"2025-02-24",P 184 TM,"2020-06-11","2035-08-01","3807","3393",+62 (11) 633-4016,Y,(033) 139 3373,P,"5",Operational investment banker,lailasarikasiyah@example.net,"2"
"2025-05-19",10312879,UD Uyainah (Persero) Tbk,"2021-09-13","009/007",Gang Ahmad Dahlan No. 31,"879-18-4392","17",Payakumbuh,Indonesia,C,"9164897046400",+62 (049) 133-7094,Sulawesi Tenggara,"8815","38642",Diagnostic radiographer,Lala,Binjai,"1985-10-01",F,PT Sirait Hastuti,Permanent,"Psychologist, clinical",Single,SMA,Islam,"1071846072646023",KTP,ID,N,"3114","2002","1",PT Thamrin Hariyah Tbk,"Jalan Merdeka No. 49
Sorong, Bali 69452",Gang H.J Maemunah,12399.21,"491",(Persero) Tbk,"98",U 7014 HJ,"2025-03-16",OS 269 DB,"2024-03-31","2036-12-19","1710","8846",+62 (89) 066 9046,N,+62-0643-044-9796,C,"5",Youth worker,phasanah@example.org,"2"
"2025-05-19",11401113,PD Winarno (Persero) Tbk,"2022-04-25","004/005",Jl. Dipatiukur No. 800,"147-39-3213","81",Sabang,Indonesia,C,"98253343659",+62 (0702) 816-2365,Nusa Tenggara Barat,"7763","58567","Physicist, medical",Malika,Batam,"1978-05-02",F,Perum Wahyudin Hartati Tbk,Contract,Technical author,Divorced,SMA,Kristen,"3201660525641211",KTP,ID,Y,"1703","5944","2",UD Marpaung (Persero) Tbk,"Jl. Medokan Ayu No. 6
Pematangsiantar, BT 27355",Gang Cihampelas,57101.81,"869",(Persero) Tbk,"39",EK 7468 NSG,"2023-03-19",SW 055 QIU,"2021-10-14","2042-12-05","7250","2050",+62 (85) 839-3134,Y,+62-36-073-7715,P,"5",Art gallery manager,phidayanto@example.net,"1"
"2025-05-19",10904612,PD Saputra,"2016-02-20","001/003",Jl. Yos Sudarso No. 383,"890-91-0857","95",Banjarbaru,Indonesia,B,"7941612365289",+62-933-575-7445,Jawa Timur,"2747","27873",Management consultant,Sadina,Kota Administrasi Jakarta Timur,"1971-01-18",M,PD Hartati Najmudin,Permanent,Airline pilot,Divorced,S1,Hindu,"4544176340028637",KTP,ID,N,"9663","7416","1",CV Purnawati (Persero) Tbk,"Jl. Merdeka No. 5
Samarinda, KR 87871",Gg. Astana Anyar,33745.97,"346",(Persero) Tbk,"81",I 6581 GGN,"2025-03-10",FX 672 ATM,"2020-11-04","2040-11-01","8722","1037",+62 (56) 857-8843,N,+62 (0758) 508-0861,P,"5",Arboriculturist,usyi72@example.com,"3"
